Open,High,Low,Close,Adj Close,Volume
28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727,27.37236213684082,115127600
28.962499618530273,29.127500534057617,28.9375,29.0049991607666,27.341724395751953,84472400
28.979999542236328,29.21500015258789,28.952499389648438,29.15250015258789,27.480770111083984,88774400
29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.78713035583496,127007600
29.487499237060547,29.857500076293945,29.485000610351562,29.747499465942383,28.04164695739746,134247600
29.6924991607666,29.844999313354492,29.575000762939453,29.77750015258789,28.06992530822754,97848400
29.684999465942383,29.982500076293945,29.649999618530273,29.9375,28.220748901367188,110354400
29.725000381469727,29.825000762939453,29.552499771118164,29.8125,28.10291862487793,108344800
29.77750015258789,29.905000686645508,29.702499389648438,29.760000228881836,28.053428649902344,104447600
29.584999084472656,30.059999465942383,29.55500030517578,30.0,28.279672622680664,137759200
30.0,30.125,29.927499771118164,29.997499465942383,28.277311325073242,94852000
29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422,28.227821350097656,102389200
30.112499237060547,30.112499237060547,29.9325008392334,30.0,28.279672622680664,130391600
30.0,30.202499389648438,29.9424991607666,30.020000457763672,28.298521041870117,88200800
29.887500762939453,30.024999618530273,29.875,29.99250030517578,28.27259635925293,92844000
30.104999542236328,30.524999618530273,30.06999969482422,30.469999313354492,28.722713470458984,129510400
30.417499542236328,30.610000610351562,30.399999618530273,30.485000610351562,28.736858367919922,105350400
30.53499984741211,30.587499618530273,30.399999618530273,30.487499237060547,28.73921012878418,82251600
30.232500076293945,30.407499313354492,30.165000915527344,30.407499313354492,28.663801193237305,121510000
30.287500381469727,30.34749984741211,30.155000686645508,30.337499618530273,28.597814559936523,196804000
31.75749969482422,32.622501373291016,31.752500534057617,32.1875,30.341724395751953,447940000
31.9950008392334,32.34749984741211,31.94499969482422,32.13249969482422,30.28988265991211,134841600
32.07749938964844,32.29750061035156,32.040000915527344,32.27000045776367,30.419498443603516,98029200
32.282501220703125,32.625,32.224998474121094,32.5724983215332,30.704648971557617,107383600
32.6349983215332,33.022499084472656,32.61249923706055,32.88249969482422,30.99687385559082,152735200
32.837501525878906,33.05500030517578,32.80500030517578,33.0099983215332,31.117055892944336,92016400
32.912498474121094,33.11249923706055,32.779998779296875,33.10499954223633,31.341915130615234,113399600
33.1150016784668,33.23500061035156,33.01250076293945,33.029998779296875,31.270904541015625,80262000
33.27000045776367,33.45500183105469,33.1875,33.3224983215332,31.547822952270508,92141600
33.36750030517578,33.772499084472656,33.3125,33.755001068115234,31.957304000854492,132904800
33.880001068115234,34.067501068115234,33.654998779296875,33.877498626708984,32.07326889038086,142492400
33.91749954223633,33.974998474121094,33.709999084472656,33.837501525878906,32.035400390625,90338400
33.775001525878906,33.95750045776367,33.775001525878906,33.93000030517578,32.12297439575195,88792800
34.057498931884766,34.1875,33.994998931884766,34.17499923706055,32.35492706298828,98028800
34.10749816894531,34.279998779296875,34.02750015258789,34.27750015258789,32.451969146728516,83347600
34.345001220703125,34.369998931884766,34.07500076293945,34.13249969482422,32.314697265625,83152800
33.977500915527344,34.165000915527344,33.81999969482422,34.165000915527344,32.345458984375,87106400
34.28499984741211,34.36000061035156,34.06999969482422,34.23249816894531,32.40935516357422,81029600
34.27000045776367,34.36000061035156,34.17499923706055,34.247501373291016,32.42356491088867,93931600
34.47249984741211,35.037498474121094,34.400001525878906,34.9474983215332,33.086280822753906,145658400
35.0,35.06999969482422,34.689998626708984,34.7400016784668,32.88984298706055,104844000
34.69499969482422,34.95750045776367,34.647499084472656,34.94499969482422,33.08391189575195,84432400
34.842498779296875,34.942501068115234,34.650001525878906,34.834999084472656,32.97977828979492,87000000
34.76499938964844,34.994998931884766,34.6974983215332,34.880001068115234,33.02238082885742,69785200
34.73749923706055,34.95000076293945,34.70500183105469,34.75,32.8993034362793,74828800
34.685001373291016,34.6974983215332,34.26250076293945,34.66999816894531,32.823570251464844,88623600
34.8125,34.84000015258789,34.65999984741211,34.78499984741211,32.932430267333984,78451200
