Date,High-Low Price,Close-Open Price,7-day m_avg,14-day m_avg,21-day m_avg,7-day m_std,Close
2021-02-16,1.1553284456337067,0.4641082304003703,1.4501584886717822,1.5509629796998463,1.828993724489772,1.6433510048719429,61.68673706054688
2021-02-17,0.9677120778103898,0.35548307128055256,1.4529793401574895,1.5114187999184228,1.7745878509032704,1.5554514561237036,61.07450866699219
2021-02-18,1.3231989300211282,0.94796240055814,1.4628539114971804,1.4166428740999757,1.7796417624172545,1.4758931898975798,60.83752059936523
2021-02-19,1.392320913774192,1.0862064158726596,1.468496144627517,1.3899010355624428,1.793128441130745,1.3442632474157952,62.21996307373047
2021-02-22,2.014422779788461,-1.155332152210356,1.5728851858444357,1.4160078674920027,1.6212429710773117,0.8462353237964698,59.94879913330078
2021-02-23,2.3007876657052577,0.63197491183751,1.6010984849045482,1.482199592931554,1.591991695930024,0.7651129622446174,60.3536605834961
2021-02-24,2.8636367438226955,2.6266480391490816,1.7167725080794043,1.620142954402641,1.6143139795922252,0.9254412546796325,62.397705078125
2021-02-25,3.3672444935599373,-1.9847965053088856,2.0327605149260086,1.7414595017988954,1.7115621581085667,1.0645424924856908,59.64269256591797
2021-02-26,1.9847965031635295,-0.10862139755673894,2.1780582899764576,1.8155188150669732,1.7336319632711006,1.1135835144885715,60.01792526245117
2021-03-01,1.4120706633422273,1.1454555275851774,2.190754251879472,1.826804081688326,1.674680000026474,1.2211792085954252,62.09159851074219
2021-03-02,2.0045460575104808,-1.5404378503558505,2.2782149866989414,1.8733555656632292,1.6860056859412755,1.0907149241230272,60.4721565246582
2021-03-03,1.7971800770201443,-0.7307195828582351,2.247180314874896,1.9100327503596657,1.6930653499529669,1.2174831936547,59.14896011352539
2021-03-04,2.3007876285146343,-1.481192588252064,2.2471803095619505,1.924139397233249,1.7371931651416856,1.6682061090793432,57.5986442565918
2021-03-05,2.6365249784966025,1.461446786451745,2.2147357716582223,1.9657541398688132,1.8183405601545009,1.3576678640539679,59.978431701660156
2021-03-08,1.9551738876125528,-0.6122290205158833,2.0130113993800243,2.0228859571530164,1.8319768009926047,1.3867012388001,59.099586486816406
2021-03-09,2.3007839814972044,1.471315938193534,2.0581524677134064,2.118105378844932,1.8963966992824508,1.604126140591556,61.88422775268555
2021-03-10,1.965050537634994,-0.9578391017829871,2.1371495926123734,2.1639519222459223,1.9302525853296744,1.4842111237624431,61.4694938659668
2021-03-11,1.6786819637993702,0.3653635601438694,2.090597579225072,2.1844062829620063,1.9457695701838431,1.7763400166971508,62.51620483398438
2021-03-12,1.0467070714501787,0.24686544392583445,1.9833871498579336,2.115283732366415,1.934484216859088,1.8246934929122958,62.11134719848633
2021-03-15,1.3824479314506206,0.17774341309700506,1.8521957645630749,2.0496880370625123,1.9001581863431904,1.4037918388643524,62.99018478393555
2021-03-16,1.6293133601976422,0.6220981773546796,1.7083083905203662,1.9615220810892944,1.8799388900859968,1.5186875978349783,63.96776962280274
2021-03-17,2.547653344019721,1.540438052785916,1.7929483128642474,1.902979856122136,1.9462400757234264,1.2380218769180809,64.95523834228516
2021-03-18,2.02429212661405,-1.8761751198916132,1.7534494764523685,1.9058009720828877,1.996553411380744,1.1640530562886204,62.93093872070313
2021-03-19,2.044045531617215,0.5727258591614941,1.7647344755926857,1.9509420341025292,2.030879440028176,0.9571374029716406,62.9605598449707
2021-03-22,1.7971801309907036,0.7998416277736027,1.7816627851914473,1.9361301822082595,2.05015845037182,1.0677900759276695,64.80711364746094
2021-03-23,2.843894622990092,-2.4884040282487376,2.038403863982864,2.010895506920398,2.0896571095718977,0.9569973573681768,62.6840705871582
2021-03-24,5.381667207292721,-4.48307717942312,2.6097209033888777,2.2309583339759764,2.2363656591713004,1.304452540554553,61.26212692260742
2021-03-25,1.4416932520779395,0.35548683297651706,2.582918030800349,2.1456132106603576,2.1686540643263124,1.4888834253236574,61.24237823486328
2021-03-26,3.1598784431407694,3.0315111241387527,2.670378759246213,2.2316635360552297,2.158779490496828,1.3189885131573524,64.05664825439453
2021-03-29,1.5009385759025309,0.4838541579656592,2.5956139662874245,2.1745317213698963,2.1357386368177327,1.3575923477306198,63.6912841796875
2021-03-30,0.8393409787091528,0.0,2.4235133158719866,2.0941238957323365,2.108465794692348,1.3576008983978336,62.970436096191406
2021-03-31,0.8985862710801484,-0.009876726903257804,2.2951427644561937,2.0384027748238203,2.0558010429575706,1.1053093134070309,63.19755172729492
2021-04-01,1.2935725353851737,-0.1678666963696429,2.073668180512634,2.0560360222477487,2.0318197314511437,1.1684574959664185,63.74066162109375
2021-04-05,2.0144230462157817,1.570068234232025,1.5926333003587854,2.1011771018738314,2.0181833227702457,1.3377052065365425,65.70571136474611
2021-04-06,1.2738265893671326,-0.4937308857825116,1.5686523485429558,2.0757851896716524,1.95329292328789,0.9418370076037941,64.73799133300781
2021-04-07,1.1948278336065243,0.572729632757472,1.2879308328952064,1.9791547960707097,1.917085968335222,1.0823849635532827,65.41934204101561
2021-04-08,0.9183397161993412,0.0789987470082707,1.2047024243661792,1.9001581953268016,1.851255289035324,1.2817174742758226,66.20931243896484
2021-04-09,1.7478115973634374,1.441693317741766,1.3344839413167917,1.8789986285943892,1.840910577593821,1.4453204499613808,67.40414428710939
2021-04-12,3.7326045108741748,-2.7550118751797896,1.7393436898587953,2.0172432271574943,1.938716413168812,1.1981484383602132,64.58988189697266
2021-04-13,1.4021939484534656,-0.3851094994522128,1.7548610345828368,1.9142646075477356,1.9556443596927775,1.063921806978177,64.40225982666016
2021-04-14,1.520688180350298,-1.1059523007147618,1.6843274823163392,1.6384803913375623,1.9622272286880005,1.3185663540751618,63.385169982910156
2021-04-15,1.5206919521583302,1.0368302852886018,1.7195939627150818,1.6441231556290188,1.9570547806861285,1.3619692595724604,64.20475769042969
2021-04-16,0.9380855957669992,-0.5727295905925159,1.6829165001665782,1.4854236665308922,1.8804086974359988,1.4158767301811417,63.93814468383789
2021-04-19,1.6490592949835303,-1.0565799918402234,1.7873050114214624,1.4960037178938208,1.862540467358355,1.4605938796953195,62.832191467285156
2021-04-20,1.3330718603450222,-0.9282126921250936,1.728056477561689,1.53127020943924,1.8286845782501555,0.9645126706055728,61.91385269165039
2021-04-21,1.46144292759881,0.8985900354447907,1.4036048228080649,1.5714742563334299,1.8126970923743506,0.8864392615769051,62.90131378173828
2021-04-22,1.6095636838583829,-0.7702189484217996,1.4332290707230533,1.5940450526529448,1.7539194286061743,0.9284724409724789,61.78548049926758
2021-04-23,2.0736681192291333,0.07899874622884795,1.5122262048486008,1.59827684358247,1.5963956625079083,1.9074934793710985,58.49723434448242
2021-04-26,1.046710807595339,-0.3357371445594381,1.4445146127681738,1.5820542877416277,1.5775869746754034,2.2725618292762544,58.02325057983398
2021-04-27,0.8492177283926168,-0.5826025973716042,1.431819203143262,1.55736785165492,1.4675555120683486,2.435708907243147,57.24316024780274
2021-04-28,0.9973347079846704,0.0987446680456685,1.3387156907148534,1.563010351068158,1.4435743755008317,2.502950057407951,56.897544860839844
