Date,High-Low Price,Close-Open Price,7-day m_avg,14-day m_avg,21-day m_avg,7-day m_std,Close
2021-02-16,48.31982421875,17.539794921875,37.902413504464285,49.74278041294643,50.31374976748511,11.909969020583706,2121.89990234375
2021-02-17,34.739990234375,28.31005859375,36.696707589285715,46.43849400111607,50.32756115141369,16.274629840398234,2128.31005859375
2021-02-18,29.025146484375,6.81005859375,33.479282924107146,44.49815150669643,48.48042224702381,16.318271162992712,2117.199951171875
2021-02-19,33.1201171875,-18.130126953125,34.412179129464285,43.50101143973215,46.334716796875,13.225457871116221,2101.139892578125
2021-02-22,29.280029296875,-2.1201171875,32.12646484375,40.48801967075893,45.45519438244048,21.157198417239858,2064.8798828125
2021-02-23,79.989990234375,45.85009765625,40.023611886160715,43.25373186383929,47.8742443266369,24.72371332608205,2070.860107421875
2021-02-24,62.6500244140625,53.3399658203125,45.3035888671875,40.720162527901785,47.902820405505956,24.77918057642293,2095.169921875
2021-02-25,73.58984375,-36.0899658203125,48.91359165736607,43.40800258091518,49.46638416108631,33.49340284645399,2031.3599853515625
2021-02-26,54.949951171875,-13.6600341796875,51.800728934151785,44.24871826171875,48.22590564546131,32.510311115192984,2036.8599853515625
2021-03-01,40.4200439453125,24.989990234375,53.42857142857143,43.45392717633929,47.47495814732143,26.908213604622087,2081.510009765625
2021-03-02,33.110107421875,-0.349853515625,53.42714146205357,43.91966029575893,46.80972144717261,23.301879412612273,2075.840087890625
2021-03-03,78.51806640625,-40.5,60.46114676339285,46.29380580357143,47.1457287016369,27.483278777586648,2026.7099609375
2021-03-04,68.969970703125,25.7200927734375,58.88685825892857,49.45523507254465,48.464773995535715,27.24839951494767,2049.090087890625
2021-03-05,71.695068359375,35.419921875,60.179007393973215,52.74129813058035,47.2064441499256,30.654375252877497,2108.5400390625
2021-03-08,107.2000732421875,-76.9598388671875,64.98046875,56.94703020368304,50.59882463727679,31.81605295797568,2024.1700439453125
2021-03-09,30.2100830078125,-17.300048828125,61.44620186941965,56.623465401785715,49.981212797619044,30.64244738170568,2052.699951171875
2021-03-10,41.6300048828125,-16.72998046875,61.61905343191965,57.52381243024554,49.50896926153275,29.11103575066012,2055.030029296875
2021-03-11,53.320068359375,40.7099609375,64.50619070870536,58.96666608537946,50.781837100074405,36.34923844999867,2114.77001953125
2021-03-12,42.7099609375,-23.080078125,59.3907470703125,59.92594691685268,50.65945289248511,33.00301628682917,2061.919921875
2021-03-15,23.550048828125,4.18994140625,52.90218680245536,55.894522530691965,50.60421898251489,32.10726488904978,2066.489990234375
2021-03-16,53.56005859375,13.530029296875,50.311471121651785,55.2452392578125,51.93135579427084,29.272313960518154,2092.52001953125
2021-03-17,55.780029296875,15.050048828125,42.965750558035715,53.97310965401786,52.28660365513393,23.358991941625764,2091.080078125
2021-03-18,41.949951171875,-24.780029296875,44.642874581473215,53.04453822544643,52.629935128348215,26.728366617680532,2036.219970703125
2021-03-19,35.4200439453125,1.14990234375,43.7557373046875,52.68739536830357,52.934454055059526,28.446807809379678,2043.199951171875
2021-03-22,31.9200439453125,-3.25,40.69859095982143,52.6023908342634,52.877307710193456,23.668218411536532,2038.5899658203125
2021-03-23,33.08203125,1.260009765625,39.323172433035715,49.3569597516741,53.058355422247026,23.878740727277368,2052.9599609375
2021-03-24,36.6549072265625,-20.31005859375,41.19529506138393,47.04874093191965,50.99478004092261,24.300655861461628,2045.06005859375
2021-03-25,48.14013671875,-0.4500732421875,40.4210205078125,45.36624581473215,50.3038330078125,18.790764742389392,2044.3599853515625
2021-03-26,36.969970703125,-3.3099365234375,37.73386928013393,40.34980991908482,48.56002952938989,6.0909144533267385,2035.550048828125
2021-03-29,42.8099365234375,28.0699462890625,37.856724330357146,41.24979945591518,47.98193359375,7.271425950138138,2055.949951171875
2021-03-30,26.75,-2.08984375,36.61814662388393,40.186941964285715,47.33097912016369,8.174942637682273,2055.5400390625
2021-03-31,36.581787109375,9.509765625,37.284109933035715,38.99135044642857,47.49629720052084,10.627671411524645,2068.6298828125
2021-04-01,46.050048828125,39.800048828125,39.136683872767854,39.229928152901785,45.95020112537202,34.51308957018433,2137.75
2021-04-05,85.68994140625,72.610107421875,46.14168875558035,43.66849190848215,46.746390206473215,68.91892260447949,2225.550048828125
2021-04-06,22.85986328125,2.25,42.530221121651785,41.475620814732146,44.42090425037202,81.92331979615624,2224.75
2021-04-07,29.669921875,23.550048828125,41.487357003348215,39.61061314174107,40.728992280505956,87.20001321015063,2249.679931640625
2021-04-08,26.324951171875,-12.52001953125,39.132359095982146,38.494541713169646,40.54398600260416,87.32974827390932,2265.43994140625
2021-04-09,35.325927734375,29.179931640625,40.357491629464285,38.4878191266741,40.24379185267857,77.51246721864212,2285.8798828125
2021-04-12,36.85498046875,-11.4599609375,40.396519252232146,38.84031459263393,39.459740048363095,47.913520784310904,2254.7900390625
