Date,High-Low Price,Close-Open Price,7-day m_avg,14-day m_avg,21-day m_avg,7-day m_std,Close
2021-02-16,3.25,-2.44000244140625,2.7057135445731033,2.842142377580916,2.9609520321800598,1.849843154920132,91.45999908447266
2021-02-17,2.389999389648437,-0.6199951171875,2.8357129778180803,2.608571188790457,2.8971426827566966,1.251595455030178,89.94000244140625
2021-02-18,2.290000915527344,-0.4499969482421875,2.5899996076311385,2.5878573826381137,2.8947615850539434,1.7368161976359249,88.63999938964844
2021-02-19,1.7299957275390625,-0.1699981689453125,2.4442847115652904,2.474999564034598,2.8733327956426717,1.8660198504327912,89.58000183105469
2021-02-22,3.090003967285156,-2.779998779296875,2.484285627092634,2.460714612688337,2.8471425374348964,2.786829333320103,85.37000274658203
2021-02-23,5.75,1.339996337890625,2.974285670689174,2.7050001961844314,2.927142551967076,3.2000743376430854,84.73999786376953
2021-02-24,4.279998779296875,2.6100006103515625,3.2542855398995534,2.857856750488281,2.9242855253673734,2.49149127920713,86.94000244140625
2021-02-25,5.1699981689453125,-3.75,3.528570992606027,3.1171422685895647,3.0709519159226186,2.7828646009426983,82.41999816894531
2021-02-26,2.67999267578125,0.94000244140625,3.5699986049107144,3.2028557913643967,2.9290469941638766,2.5061560405435754,84.51000213623047
2021-03-01,2.529998779296875,1.0199966430664062,3.6042840140206467,3.0971418108258932,2.926666259765625,2.2462105655794256,86.38999938964844
2021-03-02,2.909996032714844,-2.790000915527344,3.7728554861886163,3.108570098876953,2.9076182047526036,1.5009946017753104,84.12999725341797
2021-03-03,3.529998779296875,-3.4199981689453125,3.835711887904576,3.159998757498605,2.9190470377604165,2.1201644722987303,80.86000061035156
2021-03-04,5.029998779296875,-2.4800033569335938,3.7328545706612717,3.353570120675223,3.0476183210100447,3.2269641637459627,77.75
2021-03-05,5.280006408691406,-0.4800033569335938,3.87571280343192,3.5649991716657365,3.1971421014694936,3.207022448658772,78.5199966430664
2021-03-08,5.1399993896484375,-4.069999694824219,3.8714272635323663,3.6999991280691966,3.3685706002371654,4.422529268684562,73.95999908447266
2021-03-09,3.4500045776367188,1.7999954223632812,3.981428963797433,3.775713784354074,3.462380182175409,4.173751219973078,78.52999877929688
2021-03-10,2.6299972534179688,-2.2300033569335938,3.995714460100447,3.799999237060547,3.3966660272507436,3.134611487158583,77.5199966430664
2021-03-11,2.5199966430664062,1.8300018310546875,3.9400002615792413,3.856427873883928,3.3857134864443825,2.414398476939849,81.2300033569336
2021-03-12,1.959999084472656,1.3199996948242188,3.715714590890067,3.7757132393973216,3.345237368629092,2.448299387699497,81.05000305175781
2021-03-15,2.19000244140625,0.589996337890625,3.3100008283342635,3.5214276994977682,3.3390470232282365,2.8709761018451387,82.5
2021-03-16,2.4899978637695312,-0.910003662109375,2.9114281790597096,3.3935704912458147,3.3471421741303944,3.1716539408599407,82.75
2021-03-17,2.839996337890625,0.8799972534179688,2.58285631452288,3.227141789027623,3.327618190220424,2.0875410151910208,82.62999725341797
2021-03-18,3.6100006103515625,-2.9399948120117188,2.605712890625,3.2935709272112166,3.3857134864443825,2.168866339824982,78.12000274658203
2021-03-19,1.75,0.5699996948242188,2.479998997279576,3.2378567286900117,3.359999157133557,1.8287642401740725,79.05999755859375
2021-03-22,2.049995422363281,0.31000518798828125,2.412855965750558,3.1764281136649,3.3752372378394715,1.8470766441953084,80.30000305175781
2021-03-23,2.389999389648437,-1.75,2.4742845807756697,3.0949995858328685,3.341903686523437,2.07619701445661,78.37999725341797
2021-03-24,2.4000015258789062,-1.0699996948242188,2.504284449986049,2.907142639160156,3.1823799496605285,2.354412139534217,76.4800033569336
2021-03-25,1.9899978637695312,0.3700027465820313,2.432855878557478,2.6721420288085938,3.0733322870163686,2.222612934666592,76.22000122070312
2021-03-26,2.470001220703125,0.7900009155273438,2.379999433244978,2.4814278738839284,2.9447610037667413,1.4375418873050805,77.41000366210938
2021-03-29,1.7599945068359375,0.1100006103515625,2.11571284702846,2.36071286882673,2.900951567150297,1.4707572860308396,77.13999938964844
2021-03-30,1.7099990844726562,-0.470001220703125,2.1099984305245534,2.2949987139020647,2.8619039626348592,1.5074530987487451,76.0
